Combination,Average Deaths
"(7452, 6160, 9950)",7854.0
"(7452, 6160, 9425)",7679.0
"(7452, 6160, 6839)",6817.0
"(7452, 6160, 8391)",7334.333333333333
"(7452, 6160, 30306)",14639.333333333334
"(7452, 6160, 135084)",49565.333333333336
"(7452, 6160, 175197)",62936.333333333336
"(7452, 6160, 21022)",11544.666666666666
"(7452, 7203, 10341)",8332.0
"(7452, 7203, 10282)",8312.333333333334
"(7452, 7203, 9950)",8201.666666666666
"(7452, 7203, 9425)",8026.666666666667
"(7452, 7203, 6839)",7164.666666666667
"(7452, 7203, 8391)",7682.0
"(7452, 7203, 30306)",14987.0
"(7452, 7203, 135084)",49913.0
"(7452, 7203, 175197)",63284.0
"(7452, 7203, 21022)",11892.333333333334
"(7452, 10341, 10282)",9358.333333333334
"(7452, 10341, 9950)",9247.666666666666
"(7452, 10341, 9425)",9072.666666666666
"(7452, 10341, 6839)",8210.666666666666
"(7452, 10341, 8391)",8728.0
"(7452, 10341, 30306)",16033.0
"(7452, 10341, 135084)",50959.0
"(7452, 10341, 175197)",64330.0
"(7452, 10341, 21022)",12938.333333333334
"(7452, 10282, 9950)",9228.0
"(7452, 10282, 9425)",9053.0
"(7452, 10282, 6839)",8191.0
"(7452, 10282, 8391)",8708.333333333334
"(7452, 10282, 30306)",16013.333333333334
"(7452, 10282, 135084)",50939.333333333336
"(7452, 10282, 175197)",64310.333333333336
"(7452, 10282, 21022)",12918.666666666666
"(7452, 9950, 9425)",8942.333333333334
"(7452, 9950, 6839)",8080.333333333333
"(7452, 9950, 8391)",8597.666666666666
"(7452, 9950, 30306)",15902.666666666666
"(7452, 9950, 135084)",50828.666666666664
"(7452, 9950, 175197)",64199.666666666664
"(7452, 9950, 21022)",12808.0
"(7452, 9425, 6839)",7905.333333333333
"(7452, 9425, 8391)",8422.666666666666
"(7452, 9425, 30306)",15727.666666666666
"(7452, 9425, 135084)",50653.666666666664
"(7452, 9425, 175197)",64024.666666666664
"(7452, 9425, 21022)",12633.0
"(7452, 6839, 8391)",7560.666666666667
"(7452, 6839, 30306)",14865.666666666666
"(7452, 6839, 135084)",49791.666666666664
"(7452, 6839, 175197)",63162.666666666664
"(7452, 6839, 21022)",11771.0
"(7452, 8391, 30306)",15383.0
"(7452, 8391, 135084)",50309.0
"(7452, 8391, 175197)",63680.0
"(7452, 8391, 21022)",12288.333333333334
"(7452, 30306, 135084)",57614.0
"(7452, 30306, 175197)",70985.0
"(7452, 30306, 21022)",19593.333333333332
"(7452, 135084, 175197)",105911.0
"(7452, 135084, 21022)",54519.333333333336
"(7452, 175197, 21022)",67890.33333333333
"(6358, 6045, 1600)",4667.666666666667
"(6358, 6045, 3694)",5365.666666666667
"(6358, 6045, 3379)",5260.666666666667
"(6358, 6045, 4673)",5692.0
"(6358, 6045, 5610)",6004.333333333333
"(6358, 6045, 3971)",5458.0
"(6358, 6045, 8463)",6955.333333333333
"(6358, 6045, 6160)",6187.666666666667
"(6358, 6045, 7203)",6535.333333333333
"(6358, 6045, 10341)",7581.333333333333
"(6358, 6045, 10282)",7561.666666666667
"(6358, 6045, 9950)",7451.0
"(6358, 6045, 9425)",7276.0
"(6358, 6045, 6839)",6414.0
"(6358, 6045, 8391)",6931.333333333333
"(6358, 6045, 30306)",14236.333333333334
"(6358, 6045, 135084)",49162.333333333336
"(6358, 6045, 175197)",62533.333333333336
"(6358, 6045, 21022)",11141.666666666666
"(6358, 1600, 3694)",3884.0
"(6358, 1600, 3379)",3779.0
"(6358, 1600, 4673)",4210.333333333333
"(6358, 1600, 5610)",4522.666666666667
"(6358, 1600, 3971)",3976.3333333333335
"(6358, 1600, 8463)",5473.666666666667
"(6358, 1600, 6160)",4706.0
"(6358, 1600, 7203)",5053.666666666667
"(6358, 1600, 10341)",6099.666666666667
"(6358, 1600, 10282)",6080.0
"(6358, 1600, 9950)",5969.333333333333
"(6358, 1600, 9425)",5794.333333333333
"(6358, 1600, 6839)",4932.333333333333
"(6358, 1600, 8391)",5449.666666666667
"(6358, 1600, 30306)",12754.666666666666
"(6358, 1600, 135084)",47680.666666666664
"(6358, 1600, 175197)",61051.666666666664
"(6358, 1600, 21022)",9660.0
"(6358, 3694, 3379)",4477.0
"(6358, 3694, 4673)",4908.333333333333
"(6358, 3694, 5610)",5220.666666666667
"(6358, 3694, 3971)",4674.333333333333
"(6358, 3694, 8463)",6171.666666666667
"(6358, 3694, 6160)",5404.0
"(6358, 3694, 7203)",5751.666666666667
"(6358, 3694, 10341)",6797.666666666667
"(6358, 3694, 10282)",6778.0
"(6358, 3694, 9950)",6667.333333333333
"(6358, 3694, 9425)",6492.333333333333
"(6358, 3694, 6839)",5630.333333333333
"(6358, 3694, 8391)",6147.666666666667
"(6358, 3694, 30306)",13452.666666666666
"(6358, 3694, 135084)",48378.666666666664
"(6358, 3694, 175197)",61749.666666666664
"(6358, 3694, 21022)",10358.0
"(6358, 3379, 4673)",4803.333333333333
"(6358, 3379, 5610)",5115.666666666667
"(6358, 3379, 3971)",4569.333333333333
"(6358, 3379, 8463)",6066.666666666667
"(6358, 3379, 6160)",5299.0
"(6358, 3379, 7203)",5646.666666666667
"(6358, 3379, 10341)",6692.666666666667
"(6358, 3379, 10282)",6673.0
"(6358, 3379, 9950)",6562.333333333333
"(6358, 3379, 9425)",6387.333333333333
"(6358, 3379, 6839)",5525.333333333333
"(6358, 3379, 8391)",6042.666666666667
"(6358, 3379, 30306)",13347.666666666666
"(6358, 3379, 135084)",48273.666666666664
"(6358, 3379, 175197)",61644.666666666664
"(6358, 3379, 21022)",10253.0
"(6358, 4673, 5610)",5547.0
"(6358, 4673, 3971)",5000.666666666667
"(6358, 4673, 8463)",6498.0
"(6358, 4673, 6160)",5730.333333333333
"(6358, 4673, 7203)",6078.0
"(6358, 4673, 10341)",7124.0
"(6358, 4673, 10282)",7104.333333333333
"(6358, 4673, 9950)",6993.666666666667
"(6358, 4673, 9425)",6818.666666666667
"(6358, 4673, 6839)",5956.666666666667
"(6358, 4673, 8391)",6474.0
"(6358, 4673, 30306)",13779.0
"(6358, 4673, 135084)",48705.0
"(6358, 4673, 175197)",62076.0
"(6358, 4673, 21022)",10684.333333333334
"(6358, 5610, 3971)",5313.0
"(6358, 5610, 8463)",6810.333333333333
"(6358, 5610, 6160)",6042.666666666667
"(6358, 5610, 7203)",6390.333333333333
"(6358, 5610, 10341)",7436.333333333333
"(6358, 5610, 10282)",7416.666666666667
"(6358, 5610, 9950)",7306.0
"(6358, 5610, 9425)",7131.0
"(6358, 5610, 6839)",6269.0
"(6358, 5610, 8391)",6786.333333333333
"(6358, 5610, 30306)",14091.333333333334
"(6358, 5610, 135084)",49017.333333333336
"(6358, 5610, 175197)",62388.333333333336
"(6358, 5610, 21022)",10996.666666666666
"(6358, 3971, 8463)",6264.0
"(6358, 3971, 6160)",5496.333333333333
"(6358, 3971, 7203)",5844.0
"(6358, 3971, 10341)",6890.0
"(6358, 3971, 10282)",6870.333333333333
"(6358, 3971, 9950)",6759.666666666667
"(6358, 3971, 9425)",6584.666666666667
"(6358, 3971, 6839)",5722.666666666667
"(6358, 3971, 8391)",6240.0
"(6358, 3971, 30306)",13545.0
"(6358, 3971, 135084)",48471.0
"(6358, 3971, 175197)",61842.0
"(6358, 3971, 21022)",10450.333333333334
"(6358, 8463, 6160)",6993.666666666667
"(6358, 8463, 7203)",7341.333333333333
"(6358, 8463, 10341)",8387.333333333334
"(6358, 8463, 10282)",8367.666666666666
"(6358, 8463, 9950)",8257.0
"(6358, 8463, 9425)",8082.0
"(6358, 8463, 6839)",7220.0
"(6358, 8463, 8391)",7737.333333333333
"(6358, 8463, 30306)",15042.333333333334
"(6358, 8463, 135084)",49968.333333333336
"(6358, 8463, 175197)",63339.333333333336
"(6358, 8463, 21022)",11947.666666666666
"(6358, 6160, 7203)",6573.666666666667
"(6358, 6160, 10341)",7619.666666666667
"(6358, 6160, 10282)",7600.0
"(6358, 6160, 9950)",7489.333333333333
"(6358, 6160, 9425)",7314.333333333333
"(6358, 6160, 6839)",6452.333333333333
"(6358, 6160, 8391)",6969.666666666667
"(6358, 6160, 30306)",14274.666666666666
"(6358, 6160, 135084)",49200.666666666664
"(6358, 6160, 175197)",62571.666666666664
"(6358, 6160, 21022)",11180.0
"(6358, 7203, 10341)",7967.333333333333
"(6358, 7203, 10282)",7947.666666666667
"(6358, 7203, 9950)",7837.0
"(6358, 7203, 9425)",7662.0
"(6358, 7203, 6839)",6800.0
"(6358, 7203, 8391)",7317.333333333333
"(6358, 7203, 30306)",14622.333333333334
"(6358, 7203, 135084)",49548.333333333336
"(6358, 7203, 175197)",62919.333333333336
"(6358, 7203, 21022)",11527.666666666666
"(6358, 10341, 10282)",8993.666666666666
"(6358, 10341, 9950)",8883.0
"(6358, 10341, 9425)",8708.0
"(6358, 10341, 6839)",7846.0
"(6358, 10341, 8391)",8363.333333333334
"(6358, 10341, 30306)",15668.333333333334
"(6358, 10341, 135084)",50594.333333333336
"(6358, 10341, 175197)",63965.333333333336
"(6358, 10341, 21022)",12573.666666666666
"(6358, 10282, 9950)",8863.333333333334
"(6358, 10282, 9425)",8688.333333333334
"(6358, 10282, 6839)",7826.333333333333
"(6358, 10282, 8391)",8343.666666666666
"(6358, 10282, 30306)",15648.666666666666
"(6358, 10282, 135084)",50574.666666666664
"(6358, 10282, 175197)",63945.666666666664
"(6358, 10282, 21022)",12554.0
"(6358, 9950, 9425)",8577.666666666666
"(6358, 9950, 6839)",7715.666666666667
"(6358, 9950, 8391)",8233.0
"(6358, 9950, 30306)",15538.0
"(6358, 9950, 135084)",50464.0
"(6358, 9950, 175197)",63835.0
"(6358, 9950, 21022)",12443.333333333334
"(6358, 9425, 6839)",7540.666666666667
"(6358, 9425, 8391)",8058.0
"(6358, 9425, 30306)",15363.0
"(6358, 9425, 135084)",50289.0
"(6358, 9425, 175197)",63660.0
"(6358, 9425, 21022)",12268.333333333334
"(6358, 6839, 8391)",7196.0
"(6358, 6839, 30306)",14501.0
"(6358, 6839, 135084)",49427.0
"(6358, 6839, 175197)",62798.0
"(6358, 6839, 21022)",11406.333333333334
"(6358, 8391, 30306)",15018.333333333334
"(6358, 8391, 135084)",49944.333333333336
"(6358, 8391, 175197)",63315.333333333336
"(6358, 8391, 21022)",11923.666666666666
"(6358, 30306, 135084)",57249.333333333336
"(6358, 30306, 175197)",70620.33333333333
"(6358, 30306, 21022)",19228.666666666668
"(6358, 135084, 175197)",105546.33333333333
"(6358, 135084, 21022)",54154.666666666664
"(6358, 175197, 21022)",67525.66666666667
"(6045, 1600, 3694)",3779.6666666666665
"(6045, 1600, 3379)",3674.6666666666665
"(6045, 1600, 4673)",4106.0
"(6045, 1600, 5610)",4418.333333333333
"(6045, 1600, 3971)",3872.0
"(6045, 1600, 8463)",5369.333333333333
"(6045, 1600, 6160)",4601.666666666667
"(6045, 1600, 7203)",4949.333333333333
"(6045, 1600, 10341)",5995.333333333333
"(6045, 1600, 10282)",5975.666666666667
"(6045, 1600, 9950)",5865.0
"(6045, 1600, 9425)",5690.0
"(6045, 1600, 6839)",4828.0
"(6045, 1600, 8391)",5345.333333333333
"(6045, 1600, 30306)",12650.333333333334
"(6045, 1600, 135084)",47576.333333333336
"(6045, 1600, 175197)",60947.333333333336
"(6045, 1600, 21022)",9555.666666666666
"(6045, 3694, 3379)",4372.666666666667
"(6045, 3694, 4673)",4804.0
"(6045, 3694, 5610)",5116.333333333333
"(6045, 3694, 3971)",4570.0
"(6045, 3694, 8463)",6067.333333333333
"(6045, 3694, 6160)",5299.666666666667
"(6045, 3694, 7203)",5647.333333333333
"(6045, 3694, 10341)",6693.333333333333
"(6045, 3694, 10282)",6673.666666666667
"(6045, 3694, 9950)",6563.0
"(6045, 3694, 9425)",6388.0
"(6045, 3694, 6839)",5526.0
"(6045, 3694, 8391)",6043.333333333333
"(6045, 3694, 30306)",13348.333333333334
"(6045, 3694, 135084)",48274.333333333336
"(6045, 3694, 175197)",61645.333333333336
"(6045, 3694, 21022)",10253.666666666666
"(6045, 3379, 4673)",4699.0
"(6045, 3379, 5610)",5011.333333333333
"(6045, 3379, 3971)",4465.0
"(6045, 3379, 8463)",5962.333333333333
"(6045, 3379, 6160)",5194.666666666667
"(6045, 3379, 7203)",5542.333333333333
"(6045, 3379, 10341)",6588.333333333333
"(6045, 3379, 10282)",6568.666666666667
"(6045, 3379, 9950)",6458.0
"(6045, 3379, 9425)",6283.0
"(6045, 3379, 6839)",5421.0
"(6045, 3379, 8391)",5938.333333333333
"(6045, 3379, 30306)",13243.333333333334
"(6045, 3379, 135084)",48169.333333333336
"(6045, 3379, 175197)",61540.333333333336
"(6045, 3379, 21022)",10148.666666666666
"(6045, 4673, 5610)",5442.666666666667
"(6045, 4673, 3971)",4896.333333333333
"(6045, 4673, 8463)",6393.666666666667
"(6045, 4673, 6160)",5626.0
"(6045, 4673, 7203)",5973.666666666667
"(6045, 4673, 10341)",7019.666666666667
"(6045, 4673, 10282)",7000.0
"(6045, 4673, 9950)",6889.333333333333
"(6045, 4673, 9425)",6714.333333333333
"(6045, 4673, 6839)",5852.333333333333
"(6045, 4673, 8391)",6369.666666666667
"(6045, 4673, 30306)",13674.666666666666
"(6045, 4673, 135084)",48600.666666666664
"(6045, 4673, 175197)",61971.666666666664
"(6045, 4673, 21022)",10580.0
"(6045, 5610, 3971)",5208.666666666667
"(6045, 5610, 8463)",6706.0
"(6045, 5610, 6160)",5938.333333333333
"(6045, 5610, 7203)",6286.0
"(6045, 5610, 10341)",7332.0
"(6045, 5610, 10282)",7312.333333333333
"(6045, 5610, 9950)",7201.666666666667
"(6045, 5610, 9425)",7026.666666666667
"(6045, 5610, 6839)",6164.666666666667
"(6045, 5610, 8391)",6682.0
"(6045, 5610, 30306)",13987.0
"(6045, 5610, 135084)",48913.0
"(6045, 5610, 175197)",62284.0
"(6045, 5610, 21022)",10892.333333333334
"(6045, 3971, 8463)",6159.666666666667
"(6045, 3971, 6160)",5392.0
"(6045, 3971, 7203)",5739.666666666667
"(6045, 3971, 10341)",6785.666666666667
"(6045, 3971, 10282)",6766.0
"(6045, 3971, 9950)",6655.333333333333
"(6045, 3971, 9425)",6480.333333333333
"(6045, 3971, 6839)",5618.333333333333
"(6045, 3971, 8391)",6135.666666666667
"(6045, 3971, 30306)",13440.666666666666
"(6045, 3971, 135084)",48366.666666666664
"(6045, 3971, 175197)",61737.666666666664
"(6045, 3971, 21022)",10346.0
"(6045, 8463, 6160)",6889.333333333333
"(6045, 8463, 7203)",7237.0
"(6045, 8463, 10341)",8283.0
"(6045, 8463, 10282)",8263.333333333334
"(6045, 8463, 9950)",8152.666666666667
"(6045, 8463, 9425)",7977.666666666667
"(6045, 8463, 6839)",7115.666666666667
"(6045, 8463, 8391)",7633.0
"(6045, 8463, 30306)",14938.0
"(6045, 8463, 135084)",49864.0
"(6045, 8463, 175197)",63235.0
"(6045, 8463, 21022)",11843.333333333334
"(6045, 6160, 7203)",6469.333333333333
"(6045, 6160, 10341)",7515.333333333333
"(6045, 6160, 10282)",7495.666666666667
"(6045, 6160, 9950)",7385.0
"(6045, 6160, 9425)",7210.0
"(6045, 6160, 6839)",6348.0
"(6045, 6160, 8391)",6865.333333333333
"(6045, 6160, 30306)",14170.333333333334
"(6045, 6160, 135084)",49096.333333333336
"(6045, 6160, 175197)",62467.333333333336
"(6045, 6160, 21022)",11075.666666666666
"(6045, 7203, 10341)",7863.0
"(6045, 7203, 10282)",7843.333333333333
"(6045, 7203, 9950)",7732.666666666667
"(6045, 7203, 9425)",7557.666666666667
"(6045, 7203, 6839)",6695.666666666667
"(6045, 7203, 8391)",7213.0
"(6045, 7203, 30306)",14518.0
"(6045, 7203, 135084)",49444.0
"(6045, 7203, 175197)",62815.0
"(6045, 7203, 21022)",11423.333333333334
"(6045, 10341, 10282)",8889.333333333334
"(6045, 10341, 9950)",8778.666666666666
"(6045, 10341, 9425)",8603.666666666666
"(6045, 10341, 6839)",7741.666666666667
"(6045, 10341, 8391)",8259.0
"(6045, 10341, 30306)",15564.0
"(6045, 10341, 135084)",50490.0
"(6045, 10341, 175197)",63861.0
"(6045, 10341, 21022)",12469.333333333334
"(6045, 10282, 9950)",8759.0
"(6045, 10282, 9425)",8584.0
"(6045, 10282, 6839)",7722.0
"(6045, 10282, 8391)",8239.333333333334
"(6045, 10282, 30306)",15544.333333333334
"(6045, 10282, 135084)",50470.333333333336
"(6045, 10282, 175197)",63841.333333333336
"(6045, 10282, 21022)",12449.666666666666
"(6045, 9950, 9425)",8473.333333333334
"(6045, 9950, 6839)",7611.333333333333
"(6045, 9950, 8391)",8128.666666666667
"(6045, 9950, 30306)",15433.666666666666
"(6045, 9950, 135084)",50359.666666666664
"(6045, 9950, 175197)",63730.666666666664
"(6045, 9950, 21022)",12339.0
"(6045, 9425, 6839)",7436.333333333333
"(6045, 9425, 8391)",7953.666666666667
"(6045, 9425, 30306)",15258.666666666666
"(6045, 9425, 135084)",50184.666666666664
"(6045, 9425, 175197)",63555.666666666664
"(6045, 9425, 21022)",12164.0
"(6045, 6839, 8391)",7091.666666666667
"(6045, 6839, 30306)",14396.666666666666
"(6045, 6839, 135084)",49322.666666666664
"(6045, 6839, 175197)",62693.666666666664
"(6045, 6839, 21022)",11302.0
"(6045, 8391, 30306)",14914.0
"(6045, 8391, 135084)",49840.0
"(6045, 8391, 175197)",63211.0
"(6045, 8391, 21022)",11819.333333333334
"(6045, 30306, 135084)",57145.0
"(6045, 30306, 175197)",70516.0
"(6045, 30306, 21022)",19124.333333333332
"(6045, 135084, 175197)",105442.0
"(6045, 135084, 21022)",54050.333333333336
"(6045, 175197, 21022)",67421.33333333333
"(1600, 3694, 3379)",2891.0
"(1600, 3694, 4673)",3322.3333333333335
"(1600, 3694, 5610)",3634.6666666666665
"(1600, 3694, 3971)",3088.3333333333335
"(1600, 3694, 8463)",4585.666666666667
"(1600, 3694, 6160)",3818.0
"(1600, 3694, 7203)",4165.666666666667
"(1600, 3694, 10341)",5211.666666666667
"(1600, 3694, 10282)",5192.0
"(1600, 3694, 9950)",5081.333333333333
"(1600, 3694, 9425)",4906.333333333333
"(1600, 3694, 6839)",4044.3333333333335
"(1600, 3694, 8391)",4561.666666666667
"(1600, 3694, 30306)",11866.666666666666
"(1600, 3694, 135084)",46792.666666666664
"(1600, 3694, 175197)",60163.666666666664
"(1600, 3694, 21022)",8772.0
"(1600, 3379, 4673)",3217.3333333333335
"(1600, 3379, 5610)",3529.6666666666665
"(1600, 3379, 3971)",2983.3333333333335
"(1600, 3379, 8463)",4480.666666666667
"(1600, 3379, 6160)",3713.0
"(1600, 3379, 7203)",4060.6666666666665
"(1600, 3379, 10341)",5106.666666666667
"(1600, 3379, 10282)",5087.0
"(1600, 3379, 9950)",4976.333333333333
"(1600, 3379, 9425)",4801.333333333333
"(1600, 3379, 6839)",3939.3333333333335
"(1600, 3379, 8391)",4456.666666666667
"(1600, 3379, 30306)",11761.666666666666
"(1600, 3379, 135084)",46687.666666666664
"(1600, 3379, 175197)",60058.666666666664
"(1600, 3379, 21022)",8667.0
"(1600, 4673, 5610)",3961.0
"(1600, 4673, 3971)",3414.6666666666665
"(1600, 4673, 8463)",4912.0
"(1600, 4673, 6160)",4144.333333333333
"(1600, 4673, 7203)",4492.0
"(1600, 4673, 10341)",5538.0
"(1600, 4673, 10282)",5518.333333333333
"(1600, 4673, 9950)",5407.666666666667
"(1600, 4673, 9425)",5232.666666666667
"(1600, 4673, 6839)",4370.666666666667
"(1600, 4673, 8391)",4888.0
"(1600, 4673, 30306)",12193.0
"(1600, 4673, 135084)",47119.0
"(1600, 4673, 175197)",60490.0
"(1600, 4673, 21022)",9098.333333333334
"(1600, 5610, 3971)",3727.0
"(1600, 5610, 8463)",5224.333333333333
"(1600, 5610, 6160)",4456.666666666667
"(1600, 5610, 7203)",4804.333333333333
"(1600, 5610, 10341)",5850.333333333333
"(1600, 5610, 10282)",5830.666666666667
"(1600, 5610, 9950)",5720.0
"(1600, 5610, 9425)",5545.0
"(1600, 5610, 6839)",4683.0
"(1600, 5610, 8391)",5200.333333333333
"(1600, 5610, 30306)",12505.333333333334
"(1600, 5610, 135084)",47431.333333333336
"(1600, 5610, 175197)",60802.333333333336
"(1600, 5610, 21022)",9410.666666666666
"(1600, 3971, 8463)",4678.0
"(1600, 3971, 6160)",3910.3333333333335
"(1600, 3971, 7203)",4258.0
"(1600, 3971, 10341)",5304.0
"(1600, 3971, 10282)",5284.333333333333
"(1600, 3971, 9950)",5173.666666666667
"(1600, 3971, 9425)",4998.666666666667
"(1600, 3971, 6839)",4136.666666666667
"(1600, 3971, 8391)",4654.0
"(1600, 3971, 30306)",11959.0
"(1600, 3971, 135084)",46885.0
"(1600, 3971, 175197)",60256.0
"(1600, 3971, 21022)",8864.333333333334
"(1600, 8463, 6160)",5407.666666666667
"(1600, 8463, 7203)",5755.333333333333
"(1600, 8463, 10341)",6801.333333333333
"(1600, 8463, 10282)",6781.666666666667
"(1600, 8463, 9950)",6671.0
"(1600, 8463, 9425)",6496.0
"(1600, 8463, 6839)",5634.0
"(1600, 8463, 8391)",6151.333333333333
"(1600, 8463, 30306)",13456.333333333334
"(1600, 8463, 135084)",48382.333333333336
"(1600, 8463, 175197)",61753.333333333336
"(1600, 8463, 21022)",10361.666666666666
"(1600, 6160, 7203)",4987.666666666667
"(1600, 6160, 10341)",6033.666666666667
"(1600, 6160, 10282)",6014.0
"(1600, 6160, 9950)",5903.333333333333
"(1600, 6160, 9425)",5728.333333333333
"(1600, 6160, 6839)",4866.333333333333
"(1600, 6160, 8391)",5383.666666666667
"(1600, 6160, 30306)",12688.666666666666
"(1600, 6160, 135084)",47614.666666666664
"(1600, 6160, 175197)",60985.666666666664
"(1600, 6160, 21022)",9594.0
"(1600, 7203, 10341)",6381.333333333333
"(1600, 7203, 10282)",6361.666666666667
"(1600, 7203, 9950)",6251.0
"(1600, 7203, 9425)",6076.0
"(1600, 7203, 6839)",5214.0
"(1600, 7203, 8391)",5731.333333333333
"(1600, 7203, 30306)",13036.333333333334
"(1600, 7203, 135084)",47962.333333333336
"(1600, 7203, 175197)",61333.333333333336
"(1600, 7203, 21022)",9941.666666666666
"(1600, 10341, 10282)",7407.666666666667
"(1600, 10341, 9950)",7297.0
"(1600, 10341, 9425)",7122.0
"(1600, 10341, 6839)",6260.0
"(1600, 10341, 8391)",6777.333333333333
"(1600, 10341, 30306)",14082.333333333334
"(1600, 10341, 135084)",49008.333333333336
"(1600, 10341, 175197)",62379.333333333336
"(1600, 10341, 21022)",10987.666666666666
"(1600, 10282, 9950)",7277.333333333333
"(1600, 10282, 9425)",7102.333333333333
"(1600, 10282, 6839)",6240.333333333333
"(1600, 10282, 8391)",6757.666666666667
"(1600, 10282, 30306)",14062.666666666666
"(1600, 10282, 135084)",48988.666666666664
"(1600, 10282, 175197)",62359.666666666664
"(1600, 10282, 21022)",10968.0
"(1600, 9950, 9425)",6991.666666666667
"(1600, 9950, 6839)",6129.666666666667
"(1600, 9950, 8391)",6647.0
"(1600, 9950, 30306)",13952.0
"(1600, 9950, 135084)",48878.0
"(1600, 9950, 175197)",62249.0
"(1600, 9950, 21022)",10857.333333333334
"(1600, 9425, 6839)",5954.666666666667
"(1600, 9425, 8391)",6472.0
"(1600, 9425, 30306)",13777.0
"(1600, 9425, 135084)",48703.0
"(1600, 9425, 175197)",62074.0
"(1600, 9425, 21022)",10682.333333333334
"(1600, 6839, 8391)",5610.0
"(1600, 6839, 30306)",12915.0
"(1600, 6839, 135084)",47841.0
"(1600, 6839, 175197)",61212.0
"(1600, 6839, 21022)",9820.333333333334
"(1600, 8391, 30306)",13432.333333333334
"(1600, 8391, 135084)",48358.333333333336
"(1600, 8391, 175197)",61729.333333333336
"(1600, 8391, 21022)",10337.666666666666
"(1600, 30306, 135084)",55663.333333333336
"(1600, 30306, 175197)",69034.33333333333
"(1600, 30306, 21022)",17642.666666666668
"(1600, 135084, 175197)",103960.33333333333
"(1600, 135084, 21022)",52568.666666666664
"(1600, 175197, 21022)",65939.66666666667
"(3694, 3379, 4673)",3915.3333333333335
"(3694, 3379, 5610)",4227.666666666667
"(3694, 3379, 3971)",3681.3333333333335
"(3694, 3379, 8463)",5178.666666666667
"(3694, 3379, 6160)",4411.0
"(3694, 3379, 7203)",4758.666666666667
"(3694, 3379, 10341)",5804.666666666667
"(3694, 3379, 10282)",5785.0
"(3694, 3379, 9950)",5674.333333333333
"(3694, 3379, 9425)",5499.333333333333
"(3694, 3379, 6839)",4637.333333333333
"(3694, 3379, 8391)",5154.666666666667
"(3694, 3379, 30306)",12459.666666666666
"(3694, 3379, 135084)",47385.666666666664
"(3694, 3379, 175197)",60756.666666666664
"(3694, 3379, 21022)",9365.0
"(3694, 4673, 5610)",4659.0
"(3694, 4673, 3971)",4112.666666666667
"(3694, 4673, 8463)",5610.0
"(3694, 4673, 6160)",4842.333333333333
"(3694, 4673, 7203)",5190.0
"(3694, 4673, 10341)",6236.0
"(3694, 4673, 10282)",6216.333333333333
"(3694, 4673, 9950)",6105.666666666667
"(3694, 4673, 9425)",5930.666666666667
"(3694, 4673, 6839)",5068.666666666667
"(3694, 4673, 8391)",5586.0
"(3694, 4673, 30306)",12891.0
"(3694, 4673, 135084)",47817.0
"(3694, 4673, 175197)",61188.0
"(3694, 4673, 21022)",9796.333333333334
"(3694, 5610, 3971)",4425.0
"(3694, 5610, 8463)",5922.333333333333
"(3694, 5610, 6160)",5154.666666666667
"(3694, 5610, 7203)",5502.333333333333
"(3694, 5610, 10341)",6548.333333333333
"(3694, 5610, 10282)",6528.666666666667
"(3694, 5610, 9950)",6418.0
"(3694, 5610, 9425)",6243.0
"(3694, 5610, 6839)",5381.0
"(3694, 5610, 8391)",5898.333333333333
"(3694, 5610, 30306)",13203.333333333334
"(3694, 5610, 135084)",48129.333333333336
"(3694, 5610, 175197)",61500.333333333336
"(3694, 5610, 21022)",10108.666666666666
"(3694, 3971, 8463)",5376.0
"(3694, 3971, 6160)",4608.333333333333
"(3694, 3971, 7203)",4956.0
"(3694, 3971, 10341)",6002.0
"(3694, 3971, 10282)",5982.333333333333
"(3694, 3971, 9950)",5871.666666666667
"(3694, 3971, 9425)",5696.666666666667
"(3694, 3971, 6839)",4834.666666666667
"(3694, 3971, 8391)",5352.0
"(3694, 3971, 30306)",12657.0
"(3694, 3971, 135084)",47583.0
"(3694, 3971, 175197)",60954.0
"(3694, 3971, 21022)",9562.333333333334
"(3694, 8463, 6160)",6105.666666666667
"(3694, 8463, 7203)",6453.333333333333
"(3694, 8463, 10341)",7499.333333333333
"(3694, 8463, 10282)",7479.666666666667
"(3694, 8463, 9950)",7369.0
"(3694, 8463, 9425)",7194.0
"(3694, 8463, 6839)",6332.0
"(3694, 8463, 8391)",6849.333333333333
"(3694, 8463, 30306)",14154.333333333334
"(3694, 8463, 135084)",49080.333333333336
"(3694, 8463, 175197)",62451.333333333336
"(3694, 8463, 21022)",11059.666666666666
"(3694, 6160, 7203)",5685.666666666667
"(3694, 6160, 10341)",6731.666666666667
"(3694, 6160, 10282)",6712.0
"(3694, 6160, 9950)",6601.333333333333
"(3694, 6160, 9425)",6426.333333333333
"(3694, 6160, 6839)",5564.333333333333
"(3694, 6160, 8391)",6081.666666666667
"(3694, 6160, 30306)",13386.666666666666
"(3694, 6160, 135084)",48312.666666666664
"(3694, 6160, 175197)",61683.666666666664
"(3694, 6160, 21022)",10292.0
"(3694, 7203, 10341)",7079.333333333333
"(3694, 7203, 10282)",7059.666666666667
"(3694, 7203, 9950)",6949.0
"(3694, 7203, 9425)",6774.0
"(3694, 7203, 6839)",5912.0
"(3694, 7203, 8391)",6429.333333333333
"(3694, 7203, 30306)",13734.333333333334
